Date,Year,Month,Day,DayOfWeek,Open,High,Low,Close,Volume,Adj Close
2020-01-02,2020,1,2,3,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,135480400,73.0594253540039
2020-01-03,2020,1,3,4,74.2874984741211,75.1449966430664,74.125,74.35749816894531,146322800,72.34912109375
2020-01-06,2020,1,6,0,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,118387200,72.92562866210938
2020-01-07,2020,1,7,1,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,108872000,72.58264923095703
2020-01-08,2020,1,8,2,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,132079200,73.75023651123047
2020-01-09,2020,1,9,3,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,170108400,75.31675720214844
2020-01-10,2020,1,10,4,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,140644800,75.4870376586914
2020-01-13,2020,1,13,0,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,121532000,77.0997543334961
2020-01-14,2020,1,14,1,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,161954400,76.05867004394531
2020-01-15,2020,1,15,2,77.9625015258789,78.875,77.38749694824219,77.83499908447266,121923600,75.73270416259766
2020-01-16,2020,1,16,3,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,108829200,76.68138122558594
2020-01-17,2020,1,17,4,79.06749725341797,79.68499755859375,78.75,79.68250274658203,137816400,77.53032684326172
2020-01-21,2020,1,21,1,79.29750061035156,79.75499725341797,79.0,79.14250183105469,110843200,77.00489807128906
2020-01-22,2020,1,22,2,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,101832400,77.27977752685547
2020-01-23,2020,1,23,3,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,104472000,77.65193176269531
2020-01-24,2020,1,24,4,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,146537600,77.42814636230469
2020-01-27,2020,1,27,0,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,161940000,75.1513442993164
2020-01-28,2020,1,28,1,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,162234000,77.27732849121094
2020-01-29,2020,1,29,2,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,216229200,78.89492797851562
2020-01-30,2020,1,30,3,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,126743200,78.78060150146484
2020-01-31,2020,1,31,4,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,199588400,75.28756713867188
2020-02-03,2020,2,3,0,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,173788400,75.08080291748047
2020-02-04,2020,2,4,1,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,136616400,77.55950927734375
2020-02-05,2020,2,5,2,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,118826800,78.19194793701172
2020-02-06,2020,2,6,3,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,105425600,79.10653686523438
2020-02-07,2020,2,7,4,80.59249877929688,80.8499984741211,79.5,80.00749969482422,117684000,78.03128814697266
2020-02-10,2020,2,10,0,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,109348800,78.40189361572266
2020-02-11,2020,2,11,1,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,94323200,77.92887115478516
2020-02-12,2020,2,12,2,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,113730400,79.7795181274414
2020-02-13,2020,2,13,3,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,94747600,79.21138763427734
2020-02-14,2020,2,14,4,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,80113600,79.23089599609375
2020-02-18,2020,2,18,1,78.83999633789062,79.9375,78.65249633789062,79.75,152531200,77.78015899658203
2020-02-19,2020,2,19,2,80.0,81.14250183105469,80.0,80.90499877929688,93984000,78.9066162109375
2020-02-20,2020,2,20,3,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,100566000,78.09711456298828
2020-02-21,2020,2,21,4,79.65499877929688,80.11250305175781,77.625,78.26249694824219,129554000,76.32938385009766
2020-02-24,2020,2,24,0,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,222195200,72.70372009277344
2020-02-25,2020,2,25,1,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,230673600,70.2410659790039
2020-02-26,2020,2,26,2,71.63249969482422,74.47000122070312,71.625,73.1624984741211,198054800,71.3553466796875
2020-02-27,2020,2,27,3,70.2750015258789,71.5,68.23999786376953,68.37999725341797,320605600,66.69099426269531
2020-02-28,2020,2,28,4,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,426510000,66.6519775390625
2020-03-02,2020,3,2,0,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,341397200,72.85733032226562
2020-03-03,2020,3,3,1,75.9175033569336,76.0,71.44999694824219,72.33000183105469,319475600,70.54341888427734
2020-03-04,2020,3,4,2,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,219178400,73.8155517578125
2020-03-05,2020,3,5,3,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,187572800,71.42118835449219
2020-03-06,2020,3,6,4,70.5,72.70500183105469,70.30750274658203,72.25749969482422,226176800,70.47270202636719
2020-03-09,2020,3,9,0,65.9375,69.52249908447266,65.75,66.5425033569336,286744800,64.89888000488281
2020-03-10,2020,3,10,1,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,285290000,69.572998046875
2020-03-11,2020,3,11,2,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,255598800,67.15669250488281
2020-03-12,2020,3,12,3,63.98500061035156,67.5,62.0,62.057498931884766,418474000,60.524662017822266
2020-03-13,2020,3,13,4,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,370732000,67.77600860595703
2020-03-16,2020,3,16,0,60.48749923706055,64.7699966430664,60.0,60.5525016784668,322423600,59.05683898925781
2020-03-17,2020,3,17,1,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,324056000,61.653560638427734
2020-03-18,2020,3,18,2,59.942501068115234,62.5,59.279998779296875,61.66749954223633,300233600,60.144290924072266
2020-03-19,2020,3,19,3,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,271857200,59.68345642089844
2020-03-20,2020,3,20,4,61.79499816894531,62.95750045776367,57.0,57.310001373291016,401693200,55.89442443847656
2020-03-23,2020,3,23,0,57.02000045776367,57.125,53.15250015258789,56.092498779296875,336752800,54.707000732421875
2020-03-24,2020,3,24,1,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,287531200,60.19549560546875
2020-03-25,2020,3,25,2,62.6875,64.5625,61.07500076293945,61.380001068115234,303602000,59.863895416259766
2020-03-26,2020,3,26,3,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,252087200,63.01410675048828
2020-03-27,2020,3,27,4,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,204216800,60.405189514160156
2020-03-30,2020,3,30,0,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,167976400,62.129024505615234
2020-03-31,2020,3,31,1,63.900001525878906,65.62249755859375,63.0,63.5724983215332,197002000,62.002235412597656
2020-04-01,2020,4,1,2,61.625,62.18000030517578,59.782501220703125,60.227500915527344,176218400,58.7398567199707
2020-04-02,2020,4,2,3,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,165934000,59.720027923583984
2020-04-03,2020,4,3,4,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,129880000,58.86177444458008
2020-04-06,2020,4,6,0,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,201820400,63.99672317504883
2020-04-07,2020,4,7,1,67.69999694824219,67.92500305175781,64.75,64.85749816894531,202887200,63.2555046081543
2020-04-08,2020,4,8,2,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,168895200,64.87449645996094
2020-04-13,2020,4,13,0,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,131022800,66.62516021728516
2020-04-14,2020,4,14,1,70.0,72.0625,69.51249694824219,71.76249694824219,194994800,69.98992919921875
2020-04-15,2020,4,15,2,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,131154400,69.35112762451172
2020-04-16,2020,4,16,3,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,157125200,69.90216064453125
2020-04-17,2020,4,17,4,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,215250000,68.95368194580078
2020-04-20,2020,4,20,0,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,130015200,67.5224380493164
2020-04-21,2020,4,21,1,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,180991600,65.43528747558594
2020-04-22,2020,4,22,2,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,116862400,67.320068359375
